LAT;;;;;51.5085;51.5085
LON;;;;;-0.125740;-0.125740
ASL;;;;;25.0000;25.0000
CITY;;;;;London;London
DOMAIN;;;;;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc
NAME;;;;;Temperature;Shortwave Radiation
UNIT;;;;;°C;W/m2
AGGREGATION;;;;;;
UTC_OFFSET;;;;;1;1

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Shortwave Radiation  [sfc]
2018;10;19;15;00;15.30;401.39
2018;10;19;16;00;15.46;309.72
2018;10;19;17;00;15.21;188.68
2018;10;19;18;00;14.81;51.62
2018;10;19;19;00;14.28;0.00
2018;10;19;20;00;13.72;0.00
2018;10;19;21;00;13.10;0.00
2018;10;19;22;00;12.48;0.00
2018;10;19;23;00;11.92;0.00
2018;10;20;00;00;11.36;0.00
2018;10;20;01;00;10.93;0.00
2018;10;20;02;00;10.65;0.00
2018;10;20;03;00;10.24;0.00
2018;10;20;04;00;10.02;0.00
2018;10;20;05;00;9.86;0.00
2018;10;20;06;00;9.59;0.00
2018;10;20;07;00;9.45;0.00
2018;10;20;08;00;9.22;7.12
2018;10;20;09;00;9.60;121.93
2018;10;20;10;00;11.32;256.32
2018;10;20;11;00;12.95;359.56
2018;10;20;12;00;14.15;431.65
2018;10;20;13;00;15.60;450.34
2018;10;20;14;00;16.37;438.77
2018;10;20;15;00;16.91;390.71
2018;10;20;16;00;17.19;306.16
2018;10;20;17;00;17.02;179.78
2018;10;20;18;00;16.56;45.39
2018;10;20;19;00;16.30;0.00
2018;10;20;20;00;16.02;0.00
2018;10;20;21;00;15.66;0.00
2018;10;20;22;00;15.19;0.00
2018;10;20;23;00;14.58;0.00
2018;10;21;00;00;13.68;0.00
2018;10;21;01;00;12.97;0.00
2018;10;21;02;00;12.29;0.00
2018;10;21;03;00;11.67;0.00
2018;10;21;04;00;11.20;0.00
2018;10;21;05;00;10.85;0.00
2018;10;21;06;00;10.48;0.00
2018;10;21;07;00;9.99;0.00
2018;10;21;08;00;9.49;5.34
2018;10;21;09;00;10.60;103.24
2018;10;21;10;00;11.98;233.18
2018;10;21;11;00;13.86;336.42
2018;10;21;12;00;15.38;408.51
2018;10;21;13;00;16.77;441.44
2018;10;21;14;00;17.80;432.54
2018;10;21;15;00;18.42;384.48
2018;10;21;16;00;18.71;303.49
2018;10;21;17;00;18.42;185.12
2018;10;21;18;00;18.02;48.95
2018;10;21;19;00;17.82;0.00
2018;10;21;20;00;17.33;0.00
2018;10;21;21;00;16.38;0.00
2018;10;21;22;00;15.42;0.00
2018;10;21;23;00;14.50;0.00
2018;10;22;00;00;14.00;0.00
2018;10;22;01;00;13.20;0.00
2018;10;22;02;00;12.52;0.00
2018;10;22;03;00;11.57;0.00
2018;10;22;04;00;9.80;0.00
2018;10;22;05;00;8.28;0.00
2018;10;22;06;00;7.23;0.00
2018;10;22;07;00;6.48;0.00
2018;10;22;08;00;6.08;4.45
2018;10;22;09;00;6.80;113.92
2018;10;22;10;00;7.99;247.42
2018;10;22;11;00;9.33;347.10
2018;10;22;12;00;10.67;422.75
2018;10;22;13;00;12.41;455.68
2018;10;22;14;00;12.82;445.89
2018;10;22;15;00;13.11;391.60
2018;10;22;16;00;13.06;298.15
2018;10;22;17;00;12.55;174.44
2018;10;22;18;00;11.64;40.05
2018;10;22;19;00;11.25;0.00
2018;10;22;20;00;10.95;0.00
2018;10;22;21;00;10.61;0.00
2018;10;22;22;00;9.96;0.00
2018;10;22;23;00;9.19;0.00
2018;10;23;00;00;8.30;0.00
2018;10;23;01;00;7.75;0.00
2018;10;23;02;00;7.44;0.00
2018;10;23;03;00;6.93;0.00
2018;10;23;04;00;6.78;0.00
2018;10;23;05;00;6.56;0.00
2018;10;23;06;00;6.39;0.00
2018;10;23;07;00;6.27;0.00
2018;10;23;08;00;6.36;4.45
2018;10;23;09;00;7.29;106.80
2018;10;23;10;00;8.62;243.86
2018;10;23;11;00;10.49;347.99
2018;10;23;12;00;12.63;420.08
2018;10;23;13;00;15.49;448.56
2018;10;23;14;00;16.31;435.21
2018;10;23;15;00;16.90;380.92
2018;10;23;16;00;17.10;291.03
2018;10;23;17;00;16.63;173.55
2018;10;23;18;00;15.70;40.05
2018;10;23;19;00;14.87;0.00
2018;10;23;20;00;14.10;0.00
2018;10;23;21;00;13.31;0.00
2018;10;23;22;00;12.71;0.00
2018;10;23;23;00;12.28;0.00
2018;10;24;00;00;11.87;0.00
2018;10;24;01;00;11.51;0.00
2018;10;24;02;00;11.16;0.00
2018;10;24;03;00;10.71;0.00
2018;10;24;04;00;10.26;0.00
2018;10;24;05;00;9.90;0.00
2018;10;24;06;00;9.60;0.00
2018;10;24;07;00;9.22;0.00
2018;10;24;08;00;9.02;2.67
2018;10;24;09;00;9.62;80.99
2018;10;24;10;00;10.52;191.35
2018;10;24;11;00;11.81;320.40
2018;10;24;12;00;13.39;402.28
2018;10;24;13;00;14.92;429.87
2018;10;24;14;00;16.09;423.64
2018;10;24;15;00;16.43;376.47
2018;10;24;16;00;16.61;290.14
2018;10;24;17;00;16.28;172.66
2018;10;24;18;00;15.14;38.27
2018;10;24;19;00;14.28;0.00
2018;10;24;20;00;13.32;0.00
2018;10;24;21;00;12.48;0.00
2018;10;24;22;00;11.32;0.00
2018;10;24;23;00;10.13;0.00
2018;10;25;00;00;9.13;0.00
2018;10;25;01;00;8.33;0.00
2018;10;25;02;00;7.63;0.00
2018;10;25;03;00;7.22;0.00
2018;10;25;04;00;7.12;0.00
2018;10;25;05;00;7.16;0.00
2018;10;25;06;00;7.12;0.00
2018;10;25;07;00;7.08;0.00
2018;10;25;08;00;7.07;0.89
2018;10;25;09;00;7.43;49.84
2018;10;25;10;00;8.01;121.04
2018;10;25;11;00;8.83;193.13
2018;10;25;12;00;9.86;275.01
2018;10;25;13;00;10.60;267.89
2018;10;25;14;00;11.51;311.50
2018;10;25;15;00;12.32;314.17
2018;10;25;16;00;12.86;267.00
2018;10;25;17;00;13.12;154.86
2018;10;25;18;00;12.89;26.70
2018;10;25;19;00;12.74;0.00
2018;10;25;20;00;12.47;0.00
2018;10;25;21;00;12.19;0.00
2018;10;25;22;00;11.55;0.00
2018;10;25;23;00;11.37;0.00
2018;10;26;00;00;11.18;0.00
2018;10;26;01;00;10.78;0.00
2018;10;26;02;00;10.09;0.00
2018;10;26;03;00;8.88;0.00
2018;10;26;04;00;8.49;0.00
2018;10;26;05;00;7.98;0.00
2018;10;26;06;00;7.39;0.00
2018;10;26;07;00;7.48;0.00
2018;10;26;08;00;7.81;0.89
2018;10;26;09;00;8.18;21.36
2018;10;26;10;00;8.90;69.42
2018;10;26;11;00;9.30;204.70
2018;10;26;12;00;9.34;265.22
2018;10;26;13;00;9.67;319.51
2018;10;26;14;00;10.16;330.19
2018;10;26;15;00;10.29;342.65
2018;10;26;16;00;10.07;257.21
2018;10;26;17;00;9.52;143.29
2018;10;26;18;00;8.38;24.92
2018;10;26;19;00;7.74;0.00
2018;10;26;20;00;6.90;0.00
2018;10;26;21;00;6.30;0.00
2018;10;26;22;00;5.88;0.00
2018;10;26;23;00;5.54;0.00
2018;10;27;00;00;5.18;0.00
2018;10;27;01;00;4.68;0.00
2018;10;27;02;00;4.19;0.00
2018;10;27;03;00;3.67;0.00
2018;10;27;04;00;3.12;0.00
2018;10;27;05;00;2.57;0.00
2018;10;27;06;00;2.07;0.00
2018;10;27;07;00;1.65;0.00
2018;10;27;08;00;1.31;0.89
2018;10;27;09;00;1.94;82.77
2018;10;27;10;00;3.26;216.27
2018;10;27;11;00;3.40;244.75
2018;10;27;12;00;1.19;48.95
2018;10;27;13;00;7.43;426.31
2018;10;27;14;00;7.57;330.19
2018;10;27;15;00;7.02;303.49
2018;10;27;16;00;5.59;120.15
2018;10;27;17;00;6.37;94.34
2018;10;27;18;00;5.42;16.02
2018;10;27;19;00;4.73;0.00
2018;10;27;20;00;5.62;0.00
2018;10;27;21;00;5.90;0.00
2018;10;27;22;00;6.17;0.00
2018;10;27;23;00;6.42;0.00
2018;10;28;00;00;6.33;0.00
2018;10;28;01;00;6.42;0.00
2018;10;28;02;00;4.86;0.00
2018;10;28;03;00;4.53;0.00
